Date,Volume,Open,Close,High,Low
2023/11/08,52355127.224486455,2.539518295661951,2.6502087210852467,2.709323578605647,2.5331246152846107
2023/11/07,47939625.48760809,2.4431140682541597,2.53962035106933,2.589651165031023,2.371223515168927
2023/11/06,13143404.576226048,2.2730532704718716,2.4404157681063925,2.4707031627948366,2.2730532704718716
2023/11/05,6239786.184801566,2.243555547977204,2.2714985777875025,2.298388901397292,2.237974188867615
2023/11/04,7398260.453406438,2.2628949043371978,2.2405352295032026,2.271675737259156,2.218343050694228
2023/11/03,17611365.681374162,2.2328115209477826,2.26307435609264,2.265350520101244,2.183060578298984
2023/11/02,47906346.625297725,2.206817118107636,2.231809524534684,2.2869128956079123,2.161845339931712
2023/11/01,28591682.307201147,2.2244218450819635,2.20540652985773,2.2377263724319096,2.1235121727403894
2023/10/31,53267340.53127212,2.1195253118162753,2.2238894944218153,2.2681753913090246,2.1166361003754575
2023/10/30,20137223.255168986,2.0712637729444263,2.119554799279027,2.1287465698284005,2.055696486654098
2023/10/29,2754756.5537466477,2.0366758896613217,2.0707460699830174,2.088569582223346,2.0212535864347014
2023/10/28,4133756.737175482,2.057647379283632,2.0350113562646484,2.071169746055371,2.025482291160775
2023/10/27,10848567.191791043,2.1250333653699696,2.0546075635041787,2.1250333653699696,2.024811981555889
2023/10/26,35854986.78522331,2.1418160700115796,2.1253391861132487,2.1836832089275355,2.0588970927882726
2023/10/25,34814008.05552031,2.127396269619568,2.1380026283705327,2.1659611299632067,2.1155899984613327
2023/10/24,40667496.556559086,2.176204674655527,2.12633025787833,2.2598384966527374,2.100845315272879
2023/10/23,37515509.39481769,2.1890934647023266,2.1744398535928733,2.2316711298219385,2.1232265393168
2023/10/22,6697445.442145069,2.120505539052371,2.188374317172971,2.204439564426093,2.1074893528999925
2023/10/21,5117727.910074462,2.0780346025366474,2.119727836403951,2.160098902521566,2.0722815210173486
2023/10/20,8429649.847698245,2.0674528993042838,2.0796509247246138,2.139465951603334,2.0582482947424023
2023/10/19,22852780.431526918,2.0452364027014216,2.0676806575993494,2.1418920107453734,1.9930802059322943
2023/10/18,26545034.42046321,2.104328694716477,2.045611092535003,2.1621434053299393,2.023169954139732
2023/10/17,25206642.838075142,1.9592246394785513,2.1018621340698065,2.104593282631543,1.9416722014724075
2023/10/16,6595660.014252161,1.9250777840692042,1.9585436812227919,2.0104696717964927,1.9211478061817973
2023/10/15,7805432.171193461,1.9161844511137798,1.923832344840604,1.9413791349576233,1.913185236525829
2023/10/14,12022136.9425187,1.9341050341688295,1.9151191105371155,1.956627126057469,1.9104420015804116
2023/10/13,15325754.329059819,1.927396306238782,1.935957660631314,1.982300460688345,1.9256275321749254
2023/10/12,12093540.604487764,1.9876963487292691,1.9276629258918239,2.023381460875427,1.9098780742618424
2023/10/11,11044546.276233282,2.00265241480117,1.9887704709299183,2.0280927146726024,1.9680510029656986
2023/10/10,15362024.533500884,1.9778788552992164,2.0031599699821525,2.0356037944746026,1.9568676216290097
2023/10/09,14898561.74413304,2.0469549117552996,1.978135533471553,2.0780393458841444,1.9529019022049081
2023/10/08,9742832.17303301,2.058961182203207,2.0502632521817183,2.0936039126816994,2.017090316008763
2023/10/07,13637462.313852483,2.1402707069434883,2.0592051771392543,2.152203049200759,2.052149840150959
2023/10/06,8246162.492887345,2.0534289019083873,2.1404299911956746,2.174662963027702,2.0519932389919853
2023/10/05,11381815.532900367,1.9525480199675003,2.053257833467033,2.116599882914605,1.94538330871599
2023/10/04,5710086.151822852,2.0380939108282647,1.9526539169726789,2.0398577908444357,1.9350886551147297
2023/10/03,5486345.817341886,2.017307124017344,2.0375378142375995,2.0662786586625423,2.0022902390980284
2023/10/02,31693595.60660513,2.13149553547621,2.0214473780803544,2.154275331977288,2.0111570748741725
2023/10/01,16225192.24921203,2.106474416517551,2.1290484079259606,2.1474574891319063,2.0569297674991383
2023/09/30,16620868.365000514,2.1601423698821884,2.1077560339270045,2.1962844939718873,2.1006631502898516
2023/09/29,22428853.42682007,2.236478393512897,2.1589147412732825,2.249556769765228,2.1520373940544184
2023/09/28,28955792.923697628,2.1609274972908805,2.235873973017392,2.3066122257575623,2.126342353229932
2023/09/27,25570136.945301358,2.107029453776046,2.1622482428927063,2.2830682205716846,2.084149635747768
2023/09/26,19157498.238088366,2.14368188159258,2.107930948587679,2.1924956667382665,2.105212939271087
2023/09/25,19213201.99152717,2.186276649517683,2.144143264860979,2.2199412878794913,2.1391089027170063
2023/09/24,15695002.9883983,2.299165103989754,2.183456944156136,2.3026459068344454,2.1779030110427624
2023/09/23,16694975.31019244,2.2905386925429374,2.296949920837382,2.353609403930282,2.2761033716296426
2023/09/22,27726942.66000485,2.3554443007681614,2.28964381040723,2.3623863000180565,2.2748535814218283
2023/09/21,37202027.12029374,2.4028505392855273,2.357648980328901,2.420463098848702,2.3035099911329424
2023/09/20,38753544.81447321,2.5731667128473,2.4047612930103797,2.5731667128473,2.3962228608989884
2023/09/19,43125111.21565727,2.392296547026316,2.5747059396732506,2.5930966198163277,2.3914428968944743
2023/09/18,43545711.35939355,2.3202452790525596,2.392395359992144,2.5252655199907026,2.2832408532934463
2023/09/17,32981168.60781231,2.4001762323137483,2.320244853771476,2.4824297579102037,2.270160322759246
2023/09/16,61656452.031942524,2.1100704007337066,2.401979899872513,2.5291212486977748,2.074646950626638
2023/09/15,39560633.55701403,1.9179738512631144,2.104740815741402,2.247315355109593,1.8933225560220022
2023/09/14,26923092.160530504,1.8915733313415393,1.9176946623625686,1.95166202006576,1.8571145884657563
2023/09/13,39882286.35428292,1.8147131210898206,1.8924688863672288,1.974594137745451,1.7722966549935506
2023/09/12,35547798.78429878,1.6493392233612072,1.815109119748805,1.875590567596215,1.646642584382976
2023/09/11,17666655.110262584,1.7175435655774995,1.6480154934113773,1.719260495516215,1.6070606318837788
2023/09/10,12707687.806981962,1.7657605693771,1.7169382231882124,1.7838108459358955,1.7077126730412295
2023/09/09,11497175.026764724,1.7772371097441797,1.7657919215763076,1.8111588789396669,1.7656645050044453
2023/09/08,16478690.634788021,1.7995139075003561,1.7769943703160984,1.834830146455194,1.76733945834855
2023/09/07,17468405.520086948,1.8204506568885896,1.7983685154525095,1.8823891679240292,1.7940104819749378
2023/09/06,17961260.17376558,1.7874545941789897,1.821350573776991,1.8434442902121189,1.7208346782450934
2023/09/05,20744289.81291701,1.877110888449332,1.7881171832879406,1.8791565271700363,1.737794116693641
2023/09/04,17318013.68728549,1.887785514904208,1.8815594984758621,1.9364838846404138,1.858301714677231
2023/09/03,24435326.084987488,1.8589865476280651,1.8879851983170077,1.894752330714952,1.8385472194466383
2023/09/02,28837853.926336497,1.942270889786655,1.8564700381753911,1.9562589279215201,1.8483034011631345
2023/09/01,38979928.664089605,1.7481843567216186,1.9485403942222475,1.9727554467300061,1.713812497879563
2023/08/31,22598136.138455063,1.7196550162437956,1.7489117936254284,1.7568188446652375,1.6733699724392843
2023/08/30,28454336.68114669,1.7170733873682011,1.7190014265366322,1.7684058770725501,1.6739920511878286
2023/08/29,27370186.364489496,1.5215768866395603,1.717497136646824,1.753578097485601,1.4933275653976175
2023/08/28,17774759.791772906,1.5128934492125485,1.521071531943595,1.5235668463717467,1.4601573715246317
2023/08/27,21196403.96133284,1.4643860622788096,1.5137876424557652,1.522195266688058,1.4624001158835476
2023/08/26,19204228.523205694,1.4293889138064337,1.4643975400766165,1.4755549385805684,1.4233238614063934
2023/08/25,24328031.873962533,1.408858512719296,1.4293141270529746,1.4383945850859259,1.3925917392305225
2023/08/24,24089237.456863627,1.4261741995900403,1.4081701929771473,1.4496596611157424,1.3934753948470957
2023/08/23,24689994.829779673,1.3810305348803902,1.4260751742401896,1.4394972155117105,1.3732428868466828
2023/08/22,24462826.532920614,1.3628704862740357,1.3793163712211078,1.3930822139039947,1.3341665963244802
2023/08/21,21907129.290250476,1.3831954394007575,1.362392587980212,1.3861904905040443,1.3269960023768388
2023/08/20,18127887.604952846,1.3467249011106321,1.3808596262421553,1.4170332309859106,1.3418981062890656
2023/08/19,14023592.114815664,1.2758622944294495,1.3468266044629689,1.3530205919578946,1.2745081359174355
2023/08/18,14057920.49368644,1.3259779351500995,1.2757496509452206,1.3550683869841411,1.2508009398084994
2023/08/17,14590767.780320263,1.399650899876992,1.3230085176181032,1.4701831031769486,1.306243843182349
2023/08/16,23560337.47180746,1.4925065112068538,1.3997476394899528,1.5138285897930546,1.3924932126064304
2023/08/15,30626903.58468248,1.4376497452913704,1.4934923399580915,1.4940465024977208,1.4376314430182158
2023/08/14,35758577.126982234,1.4202734768862504,1.4375097478406815,1.4862477745685294,1.3689359703836068
2023/08/13,29954444.846776187,1.3767799712969575,1.4222778799760614,1.4584631567658328,1.3585048640121942
2023/08/12,24694125.68291068,1.30004303121742,1.3759994704808511,1.385637599583188,1.2948056720043501
2023/08/11,22187030.041740887,1.2589148683258893,1.3003866988438375,1.3087784780909715,1.2449044782276928
2023/08/10,18984011.474449497,1.2584976604622522,1.2582639629996488,1.2900858623921134,1.2495361679354131
2023/08/09,21506516.0938973,1.2738585587765563,1.2598071936342763,1.3027070656445199,1.2425506423117425
2023/08/08,23989056.12380591,1.2114216289616753,1.277038976980234,1.2983895359631952,1.206349791684646
2023/08/07,23599568.970245667,1.2091829900394253,1.2102138782668308,1.2173060395878952,1.1955467055817606
2023/08/06,20611082.57732386,1.1961015813934295,1.2091870997041099,1.2109716305125782,1.1930801632006538
2023/08/05,20753342.05469268,1.2046525539201793,1.1958496172580628,1.210216989343907,1.1854728565830714
2023/08/04,20783438.466483638,1.1744811653915315,1.2048702153227322,1.2133195481891568,1.1735817190509352
2023/08/03,22782586.3465246,1.1956605523989148,1.1739770223289416,1.2103972412109059,1.1690104832239572
2023/08/02,19937916.446665827,1.207997976662261,1.1926705835110931,1.217538840510837,1.1878726950961944
2023/08/01,17637129.892954256,1.19792826611645,1.2073728112839892,1.2084017146640136,1.1693421226274876
2023/07/31,21226532.843564533,1.2101634216181134,1.1966398914606635,1.2187282044260386,1.1901070636961864
2023/07/30,37017088.21889926,1.2034521130989502,1.2097193066726812,1.2325892908463234,1.1703320211450179
2023/07/29,29057352.043815907,1.2805762669124843,1.1990075148687538,1.3023038725649767,1.1848428459134674
2023/07/28,30681764.701751545,1.3233486598473823,1.2846378458173688,1.3624871536025087,1.253768220027502
2023/07/27,33692480.05984459,1.3549520392787449,1.3212062703959704,1.3688604466541763,1.2882622656423837
2023/07/26,31891465.202086806,1.4292312938294642,1.3560033820863144,1.4386905015004665,1.3519630502870503
2023/07/25,26865479.09893725,1.4098088385871959,1.4292359107959731,1.4431989952062136,1.3862308648551558
2023/07/24,30280719.526223585,1.4560886295167472,1.4094044640364773,1.4660322009806515,1.3673836407980395
2023/07/23,29907521.148751363,1.4886707647490236,1.457401264017051,1.5208376430577473,1.457401264017051
2023/07/22,32051408.302054737,1.423160225155575,1.4908503102321526,1.5353144029639871,1.4118640857671867
2023/07/21,32616463.858452927,1.397652540850347,1.4236184340914035,1.4738478631347995,1.3951056823088488
2023/07/20,31339599.42718095,1.3648513600430374,1.397641068695695,1.4089411132227185,1.3555415540628875
2023/07/19,648859.0715280029,1.3877950980393192,1.3646524120542964,1.3951812713787715,1.3492462215031567
2023/07/18,1313794.2931679536,1.3522318023429507,1.3870577051910502,1.4344597275507707,1.330301346230293
2023/07/17,492809.412553034,1.3548836661574137,1.3502140604392217,1.370887670723267,1.3394191106115492
2023/07/16,338316.24108749494,1.3572585328315772,1.357299255932249,1.3736490000443502,1.3479987802117606
2023/07/15,408474.45290528523,1.3662735731902402,1.3622791718294294,1.3682741279684254,1.331522244258057
2023/07/14,686533.7189931233,1.3613321979098048,1.3642806695584118,1.3738664872567214,1.3306497911601174
2023/07/13,718527.7883629982,1.3161186403519112,1.3604567618499956,1.371323484746589,1.3077350708328508
2023/07/12,387335.01069332997,1.335576216111294,1.3161183852326084,1.3487973112396865,1.3131418229608272
2023/07/11,474276.3080729176,1.3699214162109021,1.3393897439549047,1.3778640092831953,1.3338192205406452
2023/07/10,227767.8143088941,1.3645839048691184,1.3696437166536908,1.387444047534177,1.3537239281768598
2023/07/09,326739.1676674218,1.3775101786137232,1.3662404784062017,1.379621194963297,1.3478301001960675
2023/07/08,309088.21495469316,1.3821562426032343,1.3775313613578795,1.39785643460394,1.3736980454937795
2023/07/07,480707.66739859746,1.3553641092781612,1.3797134017788524,1.3849916964856157,1.3249930041537645
2023/07/06,602429.8324627832,1.3779223819988953,1.3566464739183934,1.400088095457165,1.3543864428850092
2023/07/05,416131.3757239441,1.388481409368052,1.3788084333250616,1.5462659021688112,1.3688550831221322
2023/07/04,447507.9266697627,1.4437628302849823,1.3888696353375585,1.4450586817261888,1.3792045346530535
2023/07/03,388602.9023156869,1.4317613994145322,1.4370222013550131,1.4529486589064156,1.4220237015602595
2023/07/02,683607.0008839824,1.4061220365593496,1.4347726971819732,1.4573025449537342,1.391828374906926
2023/07/01,680603.6851760721,1.3631559016902124,1.4101591122441295,1.410999091157744,1.3565193756931293
2023/06/30,841446.4395858939,1.3463507671499007,1.3626781968924648,1.3725935057439496,1.297382369158759
2023/06/29,304763.8343420306,1.3735583664754167,1.346426872549686,1.3843817599178005,1.3444264928748557
2023/06/28,432957.9177466127,1.3902762516329716,1.3737176867201553,1.4103522280957932,1.3697788262917807
2023/06/27,693562.457884345,1.4394553750062027,1.3971600926217196,1.470679630337733,1.3971536243791765
2023/06/26,1005426.7738260485,1.47393417176376,1.4394553750062027,1.4893225138242752,1.4206698998395606
2023/06/25,918677.7641931876,1.4188158075489494,1.47393417176376,1.505189914951323,1.415385526159196
2023/06/24,450232.9011543203,1.3927545784385225,1.4191721892904336,1.4197669766129248,1.3921962877615197
2023/06/23,669016.4604175414,1.3779698439100116,1.3919905877854868,1.4355633296823216,1.37624512045216
2023/06/22,795773.9790619656,1.3749477562670838,1.3782298638568184,1.4186463458713277,1.3602732065553007
2023/06/21,749395.7225095343,1.3901580336180375,1.374919290317448,1.418794202582971,1.374010949544829
2023/06/20,615463.4098074401,1.4058621012343244,1.3903171424346683,1.4066660186683329,1.3668022529525732
2023/06/19,448938.00364765595,1.4217872333911032,1.4058621012343244,1.4265474598784276,1.3935984433308362
2023/06/18,424856.12148561864,1.4104502497650753,1.4219450356112207,1.4360303934865004,1.3967518415916613
2023/06/17,406672.55880006455,1.406907587064734,1.4105923559977778,1.4378965099399945,1.4011688005213179
2023/06/16,546271.8362769219,1.4000882979603337,1.406907587064734,1.4168752229221064,1.36356344324895
2023/06/15,901737.1413520437,1.4016170312777652,1.40021246615924,1.4120810244582878,1.3567098037180205
2023/06/14,1051828.3478628886,1.5105594094556978,1.4024705890225173,1.525310259678002,1.355361687559415
2023/06/13,415189.80102476676,1.5209791798397327,1.5105594094556978,1.5284458991447794,1.5058860361381154
2023/06/12,1092095.9339558606,1.5073384435765635,1.5210479018524956,1.522519765298522,1.4666707659692648
2023/06/11,760599.9822874056,1.4877719882215832,1.5072013687415984,1.51706599790572,1.4375525168878285
2023/06/10,5390073.210168253,1.7076880149410596,1.4877719882215832,1.708639222985728,1.033968377731229
2023/06/09,894059.1954098936,1.6746064838907875,1.7074688591662692,1.7178373811151744,1.6680270177923977
2023/06/08,773338.0701719148,1.6357820474671732,1.6735476381435974,1.6904458635749497,1.6329209334910513
2023/06/07,573943.0770040437,1.6724106641991519,1.637635051214359,1.67414771683,1.6276083774436896
2023/06/06,630036.860632358,1.6619143349499688,1.6718824631689977,1.6771244462871526,1.6508327082263405
2023/06/05,809003.1500561865,1.7518436335218466,1.6620799814466953,1.7531902888996007,1.6473088285217015
2023/06/04,288797.98592693626,1.7368760519192739,1.7502534033080899,1.757185090695672,1.7335993760628936
2023/06/03,531388.6240543348,1.743652605308878,1.7368484145874856,1.7715426007538542,1.7297434588900396
2023/06/02,1062170.5052530912,1.771636445064863,1.7432111974360414,1.7942667110914041,1.7059037372812655
2023/06/01,640862.0279915105,1.8373416798592526,1.7717858694183053,1.8397988681683333,1.7712042454424508
2023/05/31,630891.8182466951,1.863244480779054,1.8372034280049787,1.8646480366965046,1.834261139999826
2023/05/30,907581.314622126,1.8463435548905647,1.8632438865098426,1.884046022656381,1.8365224222301642
2023/05/29,712627.2213022419,1.922523691597903,1.8468873187022385,1.9306533368421646,1.8386761683105843
2023/05/28,408189.04089463654,1.9326738079403711,1.9230344406653002,1.949460796089639,1.9144164237883452
2023/05/27,591761.6702114848,1.9153514369823028,1.9326568486978988,1.9369615628336976,1.8934229154474067
2023/05/26,761742.7315781625,1.9195135983146703,1.9153698439076483,1.9243794912394692,1.8877538619603889
2023/05/25,479102.440437887,1.9702469349733782,1.9197555096804735,1.9762783735181924,1.915990673891942
2023/05/24,844503.8103387186,2.0243067194518454,1.973273349754633,2.034577161694303,1.9506711988608105
2023/05/23,1316342.0594157376,1.849464007823157,2.024333952335562,2.0667844156973234,1.8456656724797842
2023/05/22,479248.46352823946,1.8341374520720344,1.8496250590067622,1.8497505565473087,1.801051071910786
2023/05/21,375891.0539058525,1.8661123902079702,1.8347899475643583,1.8782778730460936,1.8332052756851365
2023/05/20,236960.9241039339,1.8840583472669754,1.8658692131847807,1.8921514553012528,1.8658080161017454
2023/05/19,557732.0595262193,1.9100286534612634,1.8840597496078615,1.9105619896415085,1.8840542940656695
2023/05/18,682709.877421265,1.9621962961101171,1.9100286534612634,1.9711194334429234,1.888365113105459
2023/05/17,588152.9106325832,1.9969979461555427,1.963003675399253,2.0091655879101946,1.9561303925647961
2023/05/16,679403.7226443337,2.003895953933834,1.997005954813806,2.0083625630613007,1.970616566112143
2023/05/15,1339727.861137451,2.003685907367888,2.003536053533902,2.0190600861399464,1.9475676446439822
2023/05/14,1007645.7064450984,1.879453072598373,2.0048433325678423,2.01036013707022,1.853535737868889
2023/05/13,880292.3659154937,1.8587472387165984,1.8794464099764472,1.8906218445820795,1.8242505444878945
2023/05/12,1951462.030526807,1.946606662526057,1.8585477937457608,1.9484117062930741,1.77467398624374
2023/05/11,994337.3639421611,1.990697553838928,1.9466428241041789,1.9955000269407523,1.915425846715421
2023/05/10,970432.6600098354,1.9902714545137812,1.99069352913464,1.999376620008209,1.9425250557661515
2023/05/09,1887704.8832810454,2.046544845686228,1.9901029032746245,2.053012448112922,1.8893273253269682
2023/05/08,1058676.6573203935,2.05156920102668,2.047722752748359,2.053633187437777,1.98505699854372
2023/05/07,725106.7381718527,2.089465286075025,2.052474111588935,2.0970247703523417,2.0496830561292834
2023/05/06,679116.3458207696,2.098380728652243,2.0894663686600943,2.1047887828138108,2.0557223412836754
2023/05/05,857751.2014974015,2.099617973902821,2.098334689352562,2.133997791905144,2.0681723723056256
2023/05/04,1631451.6380106779,2.040266535586953,2.0995376881730703,2.101511101530116,2.0241749364566597
2023/05/03,2116385.3707987196,2.1095765812317793,2.0392977185123886,2.132844940672105,2.038559243682759
2023/05/02,1238145.3065921066,2.090662917613226,2.1095419917876153,2.1172010438037576,2.072353348685187
2023/05/01,1985253.134900289,2.139196598240914,2.0908466866487156,2.1829297185037353,2.080296406209717
2023/04/30,1139819.033567463,2.166798240658652,2.139247636788289,2.182723257239462,2.1235582829831974
2023/04/29,940706.5923269128,2.148864571111889,2.166751758581823,2.1778016501298016,2.1390884891622384
2023/04/28,998533.1316125051,2.2124277887058703,2.148864571111889,2.2124277887058703,2.143726009638299
2023/04/27,1158351.5279148398,2.230600315010749,2.2123947612416424,2.2514216668883305,2.189259099919767
2023/04/26,3058170.9294216437,2.290687937927703,2.2308285713567515,2.290687937927703,2.2039320849641997
2023/04/25,2169463.015670774,2.2985126687112523,2.2907090515278044,2.3080719900593287,2.248076657829124
2023/04/24,1648622.9965745173,2.329029573952337,2.298390966484434,2.3365548273912227,2.273670397969249
2023/04/23,1539658.7071470183,2.312343771346781,2.329067758069819,2.3401178869897667,2.2960370648815043
